order_id,order_date,category,subcategory,region,channel,order_amount,status,updated_at
4111,2026-05-12 10:56:47.784989,服装,童装,华南,天猫,325.15,refunded,2026-06-22 11:54:48.552534
4112,2026-05-12 22:50:47.784989,食品,零食,东北,天猫,75.96,cancelled,2026-06-22 11:54:48.552732
4113,2026-05-12 19:30:47.784989,食品,零食,华中,线下门店,22.84,paid,2026-06-22 11:54:48.552923
4114,2026-05-12 14:13:47.784989,美妆,彩妆,西北,天猫,456.2,paid,2026-06-22 11:54:48.553115
4115,2026-05-12 10:39:47.784989,服装,童装,西南,天猫,249.32,paid,2026-06-22 11:54:48.553305
4116,2026-05-12 16:36:47.784989,食品,零食,华中,拼多多,61.48,cancelled,2026-06-22 11:54:48.553502
4117,2026-05-12 10:34:47.784989,美妆,护肤,华中,线下门店,91.8,paid,2026-06-22 11:54:48.553698
4118,2026-05-12 18:42:47.784989,电子产品,配件,华南,线上官网,3582.63,cancelled,2026-06-22 11:54:48.553890
4119,2026-05-12 17:08:47.784989,食品,生鲜,华北,京东,197.44,paid,2026-06-22 11:54:48.554086
4120,2026-05-12 19:29:47.784989,电子产品,配件,华南,线上官网,2132.07,paid,2026-06-22 11:54:48.554277
4121,2026-05-12 22:45:47.784989,食品,生鲜,东北,线上官网,143.56,paid,2026-06-22 11:54:48.554467
4122,2026-05-12 21:55:47.784989,服装,男装,华东,拼多多,79.15,paid,2026-06-22 11:54:48.554687
4123,2026-05-12 14:09:47.784989,服装,童装,东北,天猫,273.91,paid,2026-06-22 11:54:48.554949
4124,2026-05-12 12:36:47.784989,服装,男装,西南,抖音,417.39,paid,2026-06-22 11:54:48.555158
4125,2026-05-12 20:40:47.784989,家居,家具,东北,线上官网,2117.85,paid,2026-06-22 11:54:48.555367
4126,2026-05-12 14:54:47.784989,美妆,彩妆,华东,拼多多,477.67,paid,2026-06-22 11:54:48.555578
4127,2026-05-12 17:26:47.784989,服装,童装,华南,抖音,244.92,paid,2026-06-22 11:54:48.555789
4128,2026-05-12 19:55:47.784989,家居,床品,华北,京东,784.13,paid,2026-06-22 11:54:48.555990
4129,2026-05-12 17:13:47.784989,美妆,护肤,东北,抖音,106.41,refunded,2026-06-22 11:54:48.556188
4130,2026-05-12 09:23:47.784989,食品,饮料,华北,天猫,62.64,paid,2026-06-22 11:54:48.556384
4131,2026-05-12 19:36:47.784989,家居,厨具,西北,京东,2227.04,paid,2026-06-22 11:54:48.556575
4132,2026-05-12 14:24:47.784989,美妆,护肤,华南,天猫,64.55,paid,2026-06-22 11:54:48.556771
4133,2026-05-12 15:23:47.784989,服装,男装,华东,京东,380.1,paid,2026-06-22 11:54:48.556962
4134,2026-05-13 20:57:47.784989,电子产品,电脑,西北,京东,3339.05,refunded,2026-06-22 11:54:48.557176
4135,2026-05-13 18:31:47.784989,家居,家具,华北,天猫,1639.59,paid,2026-06-22 11:54:48.557376
4136,2026-05-13 18:35:47.784989,美妆,彩妆,华东,拼多多,369.48,paid,2026-06-22 11:54:48.557569
4137,2026-05-13 11:13:47.784989,服装,男装,东北,天猫,356.0,paid,2026-06-22 11:54:48.557766
4138,2026-05-13 09:53:47.784989,家居,床品,华南,拼多多,1531.37,paid,2026-06-22 11:54:48.557956
4139,2026-05-13 11:49:47.784989,美妆,护肤,华北,京东,148.57,paid,2026-06-22 11:54:48.558147
4140,2026-05-13 19:43:47.784989,电子产品,配件,东北,天猫,3655.86,paid,2026-06-22 11:54:48.558345
4141,2026-05-13 11:21:47.784989,食品,饮料,东北,京东,42.09,paid,2026-06-22 11:54:48.558536
4142,2026-05-13 09:35:47.784989,家居,家具,华东,京东,646.87,paid,2026-06-22 11:54:48.558731
4143,2026-05-13 18:34:47.784989,美妆,彩妆,西北,线上官网,557.28,paid,2026-06-22 11:54:48.558928
4144,2026-05-13 12:15:47.784989,美妆,香水,西北,线上官网,326.77,paid,2026-06-22 11:54:48.559119
4145,2026-05-13 16:22:47.784989,服装,男装,华东,京东,113.18,paid,2026-06-22 11:54:48.559309
4146,2026-05-13 22:37:47.784989,服装,女装,华中,京东,294.13,cancelled,2026-06-22 11:54:48.559500
4147,2026-05-13 17:45:47.784989,电子产品,电脑,华东,天猫,4688.43,paid,2026-06-22 11:54:48.559696
4148,2026-05-13 22:19:47.784989,食品,零食,华东,京东,33.5,refunded,2026-06-22 11:54:48.559887
4149,2026-05-13 18:22:47.784989,服装,女装,华南,拼多多,290.47,paid,2026-06-22 11:54:48.560090
4150,2026-05-13 22:16:47.784989,服装,童装,华南,天猫,256.11,paid,2026-06-22 11:54:48.560303
4151,2026-05-13 21:33:47.784989,美妆,彩妆,华中,抖音,288.47,paid,2026-06-22 11:54:48.560494
4152,2026-05-13 20:04:47.784989,食品,生鲜,西南,拼多多,75.12,paid,2026-06-22 11:54:48.560684
4153,2026-05-13 18:34:47.784989,家居,家具,华东,京东,2671.0,paid,2026-06-22 11:54:48.560884
4154,2026-05-13 17:00:47.784989,电子产品,手机,华中,天猫,1603.3,paid,2026-06-22 11:54:48.561081
4155,2026-05-13 16:09:47.784989,美妆,护肤,华东,天猫,89.56,cancelled,2026-06-22 11:54:48.561276
4156,2026-05-13 11:03:47.784989,家居,家具,东北,天猫,1551.89,cancelled,2026-06-22 11:54:48.561466
4157,2026-05-13 16:04:47.784989,服装,童装,西南,线上官网,191.73,cancelled,2026-06-22 11:54:48.561656
4158,2026-05-13 11:53:47.784989,食品,零食,西北,线下门店,71.45,paid,2026-06-22 11:54:48.561848
4159,2026-05-13 20:14:47.784989,美妆,香水,西南,天猫,186.08,paid,2026-06-22 11:54:48.562044
4160,2026-05-13 21:43:47.784989,食品,饮料,西北,抖音,128.46,paid,2026-06-22 11:54:48.562243
4161,2026-05-13 22:09:47.784989,电子产品,电脑,东北,天猫,2925.68,paid,2026-06-22 11:54:48.562417
4162,2026-05-13 12:07:47.784989,美妆,彩妆,华南,拼多多,75.91,paid,2026-06-22 11:54:48.562595
4163,2026-05-13 17:38:47.784989,家居,床品,西北,线下门店,2779.69,paid,2026-06-22 11:54:48.562767
4164,2026-05-13 16:21:47.784989,食品,饮料,华北,抖音,73.16,paid,2026-06-22 11:54:48.562940
4165,2026-05-13 17:54:47.784989,服装,童装,华南,天猫,324.32,cancelled,2026-06-22 11:54:48.563112
4166,2026-05-13 17:49:47.784989,电子产品,配件,华东,京东,2783.96,paid,2026-06-22 11:54:48.563288
4167,2026-05-13 10:50:47.784989,家居,床品,西南,天猫,225.65,paid,2026-06-22 11:54:48.563468
4168,2026-05-13 09:54:47.784989,食品,饮料,西北,天猫,26.61,paid,2026-06-22 11:54:48.563686
4169,2026-05-13 12:33:47.784989,服装,童装,华中,拼多多,253.32,paid,2026-06-22 11:54:48.563885
4170,2026-05-13 21:46:47.784989,服装,童装,西北,拼多多,61.88,cancelled,2026-06-22 11:54:48.564077
4171,2026-05-13 17:47:47.784989,食品,饮料,华中,线上官网,152.15,paid,2026-06-22 11:54:48.564257
4172,2026-05-13 19:35:47.784989,电子产品,配件,华南,天猫,718.84,paid,2026-06-22 11:54:48.564432
4173,2026-05-13 14:31:47.784989,食品,生鲜,西南,拼多多,56.91,paid,2026-06-22 11:54:48.564605
4174,2026-05-13 09:09:47.784989,服装,女装,东北,京东,272.2,paid,2026-06-22 11:54:48.564778
4175,2026-05-13 17:31:47.784989,家居,家具,华东,天猫,1277.08,paid,2026-06-22 11:54:48.564955
4176,2026-05-13 17:06:47.784989,家居,床品,华中,线下门店,1289.67,paid,2026-06-22 11:54:48.565127
4177,2026-05-13 14:16:47.784989,食品,饮料,华东,天猫,67.44,paid,2026-06-22 11:54:48.565299
4178,2026-05-13 12:57:47.784989,美妆,护肤,西北,天猫,285.29,paid,2026-06-22 11:54:48.565472
4179,2026-05-13 18:23:47.784989,美妆,香水,华中,京东,773.57,paid,2026-06-22 11:54:48.565644
4180,2026-05-13 19:40:47.784989,食品,零食,华东,线下门店,149.99,paid,2026-06-22 11:54:48.565821
4181,2026-05-13 11:19:47.784989,电子产品,电脑,西北,京东,4686.7,paid,2026-06-22 11:54:48.565999
4182,2026-05-13 16:21:47.784989,食品,饮料,东北,京东,142.49,paid,2026-06-22 11:54:48.566177
4183,2026-05-13 17:14:47.784989,食品,饮料,东北,线上官网,76.84,paid,2026-06-22 11:54:48.566349
4184,2026-05-13 19:22:47.784989,家居,家具,华北,拼多多,1220.46,paid,2026-06-22 11:54:48.566523
4185,2026-05-13 22:22:47.784989,美妆,香水,西南,拼多多,278.5,paid,2026-06-22 11:54:48.566695
4186,2026-05-13 09:46:47.784989,美妆,香水,东北,线下门店,88.33,paid,2026-06-22 11:54:48.566874
4187,2026-05-13 21:47:47.784989,美妆,香水,西南,抖音,714.12,paid,2026-06-22 11:54:48.567050
4188,2026-05-13 19:01:47.784989,美妆,彩妆,东北,拼多多,113.85,paid,2026-06-22 11:54:48.567222
4189,2026-05-13 22:50:47.784989,电子产品,电脑,西南,拼多多,1341.55,paid,2026-06-22 11:54:48.567396
4190,2026-05-13 20:01:47.784989,电子产品,电脑,华北,京东,3426.4,cancelled,2026-06-22 11:54:48.567656
4191,2026-05-13 12:21:47.784989,美妆,彩妆,东北,京东,479.46,paid,2026-06-22 11:54:48.568024
4192,2026-05-13 13:24:47.784989,美妆,香水,华南,抖音,428.43,paid,2026-06-22 11:54:48.568343
4193,2026-05-13 22:09:47.784989,电子产品,手机,华中,京东,1368.52,paid,2026-06-22 11:54:48.568652
4194,2026-05-13 15:54:47.784989,食品,零食,华南,抖音,38.16,refunded,2026-06-22 11:54:48.568963
4195,2026-05-13 20:51:47.784989,服装,童装,西北,天猫,175.05,paid,2026-06-22 11:54:48.569218
4196,2026-05-13 17:37:47.784989,电子产品,配件,华东,天猫,3352.85,paid,2026-06-22 11:54:48.569532
4197,2026-05-14 19:20:47.784989,电子产品,电脑,华南,拼多多,2109.88,cancelled,2026-06-22 11:54:48.569822
4198,2026-05-14 16:20:47.784989,电子产品,手机,华东,线上官网,4307.15,paid,2026-06-22 11:54:48.570164
4199,2026-05-14 13:22:47.784989,电子产品,手机,华中,拼多多,4854.72,paid,2026-06-22 11:54:48.570499
4200,2026-05-14 18:32:47.784989,食品,生鲜,华南,抖音,69.8,paid,2026-06-22 11:54:48.570876
4201,2026-05-14 19:59:47.784989,服装,男装,华东,线上官网,210.98,paid,2026-06-22 11:54:48.571146
4202,2026-05-14 17:22:47.784989,家居,床品,华南,京东,2919.04,paid,2026-06-22 11:54:48.573395
4203,2026-05-14 22:35:47.784989,服装,男装,东北,抖音,272.57,paid,2026-06-22 11:54:48.573733
4204,2026-05-14 16:17:47.784989,食品,饮料,华南,抖音,35.05,paid,2026-06-22 11:54:48.574066
4205,2026-05-14 10:13:47.784989,美妆,彩妆,华北,天猫,594.63,paid,2026-06-22 11:54:48.574282
4206,2026-05-14 16:41:47.784989,美妆,护肤,东北,线上官网,718.69,paid,2026-06-22 11:54:48.574594
4207,2026-05-14 12:52:47.784989,家居,厨具,华南,线上官网,262.03,paid,2026-06-22 11:54:48.574890
4208,2026-05-14 20:21:47.784989,食品,零食,东北,拼多多,61.47,paid,2026-06-22 11:54:48.575184
4209,2026-05-14 20:17:47.784989,美妆,护肤,华南,天猫,449.22,paid,2026-06-22 11:54:48.575458
4210,2026-05-14 15:11:47.784989,服装,童装,东北,拼多多,314.61,paid,2026-06-22 11:54:48.575679
4211,2026-05-14 22:01:47.784989,服装,童装,西南,抖音,461.16,paid,2026-06-22 11:54:48.575872
4212,2026-05-14 16:49:47.784989,服装,童装,华东,线上官网,401.8,paid,2026-06-22 11:54:48.576054
4213,2026-05-14 18:35:47.784989,美妆,护肤,西北,京东,312.64,paid,2026-06-22 11:54:48.576234
4214,2026-05-14 13:04:47.784989,家居,厨具,华东,天猫,2029.05,paid,2026-06-22 11:54:48.576409
4215,2026-05-14 17:32:47.784989,美妆,香水,华北,线下门店,214.96,paid,2026-06-22 11:54:48.576694
4216,2026-05-14 13:46:47.784989,家居,床品,华南,天猫,1942.97,paid,2026-06-22 11:54:48.576894
4217,2026-05-14 18:00:47.784989,食品,零食,华南,线上官网,158.67,paid,2026-06-22 11:54:48.577083
4218,2026-05-14 13:47:47.784989,电子产品,电脑,华南,抖音,575.73,paid,2026-06-22 11:54:48.577276
4219,2026-05-14 21:29:47.784989,服装,童装,华中,京东,220.68,cancelled,2026-06-22 11:54:48.577454
4220,2026-05-14 21:32:47.784989,电子产品,手机,东北,线下门店,2925.78,paid,2026-06-22 11:54:48.577634
4221,2026-05-14 11:10:47.784989,家居,家具,西北,抖音,1513.31,cancelled,2026-06-22 11:54:48.577822
4222,2026-05-14 09:56:47.784989,电子产品,电脑,华中,线上官网,2233.61,paid,2026-06-22 11:54:48.577998
4223,2026-05-14 20:14:47.784989,食品,饮料,华中,线上官网,84.11,paid,2026-06-22 11:54:48.578174
4224,2026-05-14 14:16:47.784989,服装,女装,西北,抖音,82.26,refunded,2026-06-22 11:54:48.578349
4225,2026-05-14 18:37:47.784989,美妆,香水,西南,线下门店,329.28,paid,2026-06-22 11:54:48.578523
4226,2026-05-14 09:45:47.784989,电子产品,手机,西南,拼多多,1518.98,paid,2026-06-22 11:54:48.578702
4227,2026-05-14 12:58:47.784989,服装,男装,华中,拼多多,228.02,paid,2026-06-22 11:54:48.578875
4228,2026-05-14 09:46:47.784989,电子产品,电脑,西北,天猫,3101.33,paid,2026-06-22 11:54:48.579049
4229,2026-05-14 11:46:47.784989,服装,男装,西北,抖音,72.23,paid,2026-06-22 11:54:48.579224
4230,2026-05-14 09:19:47.784989,电子产品,电脑,华中,天猫,4512.74,paid,2026-06-22 11:54:48.579397
4231,2026-05-14 16:15:47.784989,电子产品,配件,东北,天猫,1733.88,paid,2026-06-22 11:54:48.579571
4232,2026-05-14 22:48:47.784989,食品,零食,华中,抖音,50.41,paid,2026-06-22 11:54:48.579764
4233,2026-05-14 10:30:47.784989,服装,男装,东北,线上官网,408.01,paid,2026-06-22 11:54:48.579939
4234,2026-05-14 16:37:47.784989,服装,女装,西北,京东,428.46,paid,2026-06-22 11:54:48.580111
4235,2026-05-14 18:41:47.784989,服装,童装,西北,抖音,262.6,cancelled,2026-06-22 11:54:48.580285
4236,2026-05-14 17:56:47.784989,美妆,彩妆,东北,京东,364.5,paid,2026-06-22 11:54:48.580459
4237,2026-05-14 14:59:47.784989,服装,女装,华东,线上官网,455.37,paid,2026-06-22 11:54:48.580642
4238,2026-05-14 20:59:47.784989,食品,零食,西南,线上官网,23.06,paid,2026-06-22 11:54:48.580817
4239,2026-05-14 14:34:47.784989,食品,生鲜,西南,线上官网,106.88,paid,2026-06-22 11:54:48.580990
4240,2026-05-14 19:58:47.784989,电子产品,配件,华南,京东,4255.41,paid,2026-06-22 11:54:48.581169
4241,2026-05-14 19:47:47.784989,食品,生鲜,西北,天猫,177.82,paid,2026-06-22 11:54:48.581342
4242,2026-05-14 14:50:47.784989,电子产品,手机,西北,京东,4039.39,paid,2026-06-22 11:54:48.581520
4243,2026-05-14 11:18:47.784989,电子产品,手机,西南,线上官网,3464.74,paid,2026-06-22 11:54:48.581702
4244,2026-05-14 10:00:47.784989,家居,家具,东北,线上官网,1126.41,cancelled,2026-06-22 11:54:48.581876
4245,2026-05-14 20:11:47.784989,美妆,香水,华中,天猫,248.21,refunded,2026-06-22 11:54:48.582049
4246,2026-05-14 13:32:47.784989,美妆,彩妆,东北,线上官网,112.66,paid,2026-06-22 11:54:48.582223
4247,2026-05-14 09:08:47.784989,食品,饮料,西北,线上官网,22.02,paid,2026-06-22 11:54:48.582397
4248,2026-05-14 17:34:47.784989,食品,零食,华东,线上官网,41.54,paid,2026-06-22 11:54:48.582572
4249,2026-05-14 14:04:47.784989,家居,家具,西南,京东,2003.59,paid,2026-06-22 11:54:48.582750
4250,2026-05-14 19:23:47.784989,美妆,香水,西南,拼多多,259.59,cancelled,2026-06-22 11:54:48.582923
4251,2026-05-14 10:02:47.784989,服装,男装,华北,拼多多,165.56,cancelled,2026-06-22 11:54:48.583097
4252,2026-05-14 22:02:47.784989,家居,家具,东北,京东,1832.33,paid,2026-06-22 11:54:48.583278
4253,2026-05-14 13:31:47.784989,美妆,香水,华北,线下门店,347.49,paid,2026-06-22 11:54:48.583452
4254,2026-05-14 19:05:47.784989,服装,女装,华南,天猫,280.8,paid,2026-06-22 11:54:48.583628
4255,2026-05-14 18:44:47.784989,家居,床品,西北,线下门店,2864.36,cancelled,2026-06-22 11:54:48.583803
4256,2026-05-14 18:33:47.784989,家居,家具,华南,线下门店,122.89,paid,2026-06-22 11:54:48.583992
4257,2026-05-14 12:06:47.784989,服装,男装,西北,线下门店,302.41,refunded,2026-06-22 11:54:48.584312
4258,2026-05-14 14:33:47.784989,家居,床品,西北,京东,354.07,paid,2026-06-22 11:54:48.584633
4259,2026-05-14 17:53:47.784989,美妆,护肤,华北,天猫,359.46,cancelled,2026-06-22 11:54:48.584918
4260,2026-05-14 11:38:47.784989,美妆,护肤,华南,京东,768.33,paid,2026-06-22 11:54:48.585114
4261,2026-05-14 17:02:47.784989,食品,饮料,华中,拼多多,96.54,paid,2026-06-22 11:54:48.585295
4262,2026-05-14 14:15:47.784989,服装,童装,华东,线上官网,320.69,paid,2026-06-22 11:54:48.585669
4263,2026-05-14 20:14:47.784989,服装,男装,东北,线上官网,293.76,paid,2026-06-22 11:54:48.586002
4264,2026-05-14 10:22:47.784989,美妆,香水,东北,天猫,512.7,paid,2026-06-22 11:54:48.586328
4265,2026-05-14 17:01:47.784989,美妆,香水,西北,拼多多,125.08,paid,2026-06-22 11:54:48.586652
4266,2026-05-14 19:48:47.784989,美妆,彩妆,华中,天猫,317.43,paid,2026-06-22 11:54:48.586981
4267,2026-05-14 10:35:47.784989,食品,生鲜,华北,拼多多,115.43,paid,2026-06-22 11:54:48.587296
4268,2026-05-14 20:15:47.784989,家居,床品,华北,天猫,2310.62,paid,2026-06-22 11:54:48.587595
4269,2026-05-15 15:22:47.784989,服装,男装,华中,线下门店,248.34,paid,2026-06-22 11:54:48.587809
4270,2026-05-15 21:48:47.784989,食品,生鲜,华南,线下门店,146.01,paid,2026-06-22 11:54:48.587990
4271,2026-05-15 17:24:47.784989,美妆,彩妆,华中,线下门店,717.72,paid,2026-06-22 11:54:48.588169
4272,2026-05-15 14:18:47.784989,电子产品,手机,华南,拼多多,4802.45,paid,2026-06-22 11:54:48.588356
4273,2026-05-15 16:46:47.784989,美妆,香水,东北,抖音,255.38,cancelled,2026-06-22 11:54:48.588538
4274,2026-05-15 22:50:47.784989,家居,厨具,西南,京东,1744.54,paid,2026-06-22 11:54:48.588714
4275,2026-05-15 09:25:47.784989,服装,男装,华北,线上官网,93.42,paid,2026-06-22 11:54:48.588889
4276,2026-05-15 10:45:47.784989,电子产品,电脑,西南,天猫,2875.8,cancelled,2026-06-22 11:54:48.589063
4277,2026-05-15 18:32:47.784989,家居,厨具,华中,线上官网,2309.83,paid,2026-06-22 11:54:48.589236
4278,2026-05-15 09:55:47.784989,美妆,彩妆,华北,天猫,222.62,paid,2026-06-22 11:54:48.589414
4279,2026-05-15 15:14:47.784989,服装,童装,华中,抖音,338.89,cancelled,2026-06-22 11:54:48.589593
4280,2026-05-15 15:06:47.784989,美妆,护肤,华东,线上官网,675.14,paid,2026-06-22 11:54:48.589767
4281,2026-05-15 22:07:47.784989,食品,饮料,华东,天猫,43.86,paid,2026-06-22 11:54:48.589940
4282,2026-05-15 22:43:47.784989,服装,男装,华南,抖音,190.47,cancelled,2026-06-22 11:54:48.590121
4283,2026-05-15 17:42:47.784989,电子产品,配件,华北,拼多多,3270.21,paid,2026-06-22 11:54:48.590296
4284,2026-05-15 16:47:47.784989,美妆,香水,华中,拼多多,334.49,paid,2026-06-22 11:54:48.590471
4285,2026-05-15 16:39:47.784989,电子产品,手机,华南,天猫,3591.04,paid,2026-06-22 11:54:48.590643
4286,2026-05-15 11:26:47.784989,家居,家具,华南,线上官网,1745.56,paid,2026-06-22 11:54:48.590821
4287,2026-05-15 22:16:47.784989,电子产品,手机,华中,抖音,2472.23,paid,2026-06-22 11:54:48.590999
4288,2026-05-15 11:03:47.784989,服装,女装,西北,拼多多,175.74,paid,2026-06-22 11:54:48.591178
4289,2026-05-15 13:48:47.784989,美妆,彩妆,西北,京东,495.88,cancelled,2026-06-22 11:54:48.591351
4290,2026-05-15 18:58:47.784989,服装,女装,西北,京东,457.29,paid,2026-06-22 11:54:48.591524
4291,2026-05-15 17:52:47.784989,家居,家具,华北,线下门店,1362.56,refunded,2026-06-22 11:54:48.591695
4292,2026-05-15 14:46:47.784989,食品,饮料,西南,天猫,59.97,cancelled,2026-06-22 11:54:48.591870
4293,2026-05-15 13:36:47.784989,服装,女装,东北,天猫,87.59,paid,2026-06-22 11:54:48.592049
4294,2026-05-15 18:09:47.784989,服装,男装,东北,天猫,487.3,paid,2026-06-22 11:54:48.592221
4295,2026-05-15 10:31:47.784989,美妆,护肤,西北,京东,536.69,paid,2026-06-22 11:54:48.592393
4296,2026-05-15 12:38:47.784989,食品,生鲜,华东,京东,174.62,paid,2026-06-22 11:54:48.592571
4297,2026-05-15 17:29:47.784989,食品,生鲜,华北,京东,144.75,paid,2026-06-22 11:54:48.592745
4298,2026-05-15 18:44:47.784989,服装,童装,西南,拼多多,395.97,paid,2026-06-22 11:54:48.592920
4299,2026-05-15 18:17:47.784989,食品,饮料,华北,天猫,160.63,refunded,2026-06-22 11:54:48.593129
4300,2026-05-15 10:00:47.784989,家居,厨具,西北,京东,594.67,paid,2026-06-22 11:54:48.593318
4301,2026-05-15 15:40:47.784989,食品,零食,华南,线上官网,92.73,paid,2026-06-22 11:54:48.593507
4302,2026-05-15 21:21:47.784989,食品,饮料,华中,京东,190.27,paid,2026-06-22 11:54:48.593695
4303,2026-05-15 19:46:47.784989,家居,家具,华南,线下门店,1991.74,paid,2026-06-22 11:54:48.593925
4304,2026-05-15 12:24:47.784989,食品,生鲜,华中,拼多多,184.77,paid,2026-06-22 11:54:48.594103
4305,2026-05-15 13:57:47.784989,服装,女装,华中,抖音,116.06,cancelled,2026-06-22 11:54:48.594280
4306,2026-05-15 12:04:47.784989,电子产品,配件,华南,线下门店,3204.6,paid,2026-06-22 11:54:48.594456
4307,2026-05-15 16:53:47.784989,家居,厨具,华北,天猫,1013.82,paid,2026-06-22 11:54:48.594632
4308,2026-05-15 21:55:47.784989,电子产品,手机,华北,抖音,2075.43,paid,2026-06-22 11:54:48.594806
4309,2026-05-15 11:18:47.784989,电子产品,电脑,西北,京东,2233.24,paid,2026-06-22 11:54:48.594984
4310,2026-05-15 17:46:47.784989,美妆,香水,华东,抖音,425.59,paid,2026-06-22 11:54:48.595161
4311,2026-05-15 20:36:47.784989,食品,零食,东北,线上官网,104.59,cancelled,2026-06-22 11:54:48.595335
4312,2026-05-15 18:44:47.784989,食品,饮料,华北,线上官网,132.89,paid,2026-06-22 11:54:48.595508
4313,2026-05-15 20:05:47.784989,家居,床品,东北,京东,869.9,paid,2026-06-22 11:54:48.595690
4314,2026-05-15 15:22:47.784989,电子产品,配件,西南,线上官网,1441.37,paid,2026-06-22 11:54:48.595868
4315,2026-05-15 15:56:47.784989,食品,生鲜,华南,京东,161.61,paid,2026-06-22 11:54:48.596043
4316,2026-05-15 12:03:47.784989,美妆,彩妆,华南,线上官网,68.08,paid,2026-06-22 11:54:48.596217
4317,2026-05-15 16:40:47.784989,食品,饮料,华北,拼多多,53.01,paid,2026-06-22 11:54:48.596390
4318,2026-05-15 22:22:47.784989,家居,家具,华南,抖音,1479.37,refunded,2026-06-22 11:54:48.596569
4319,2026-05-15 19:20:47.784989,电子产品,电脑,西北,天猫,2721.25,paid,2026-06-22 11:54:48.596742
4320,2026-05-15 18:19:47.784989,美妆,彩妆,西北,抖音,764.08,paid,2026-06-22 11:54:48.596919
4321,2026-05-15 12:22:47.784989,电子产品,电脑,华北,拼多多,1965.76,paid,2026-06-22 11:54:48.597092
4322,2026-05-15 13:23:47.784989,美妆,护肤,华东,拼多多,574.27,paid,2026-06-22 11:54:48.597265
4323,2026-05-15 19:13:47.784989,家居,家具,华南,线上官网,1468.76,paid,2026-06-22 11:54:48.597442
4324,2026-05-15 09:01:47.784989,家居,家具,华北,天猫,2234.32,cancelled,2026-06-22 11:54:48.597616
4325,2026-05-15 22:37:47.784989,美妆,彩妆,华北,京东,795.49,cancelled,2026-06-22 11:54:48.597788
4326,2026-05-15 21:38:47.784989,美妆,彩妆,华南,天猫,63.48,paid,2026-06-22 11:54:48.597965
4327,2026-05-15 20:16:47.784989,食品,生鲜,东北,抖音,183.17,paid,2026-06-22 11:54:48.598137
4328,2026-05-15 20:10:47.784989,服装,童装,华东,拼多多,98.5,paid,2026-06-22 11:54:48.598311
4329,2026-05-15 12:37:47.784989,服装,童装,华南,线上官网,116.78,paid,2026-06-22 11:54:48.598489
4330,2026-05-15 21:35:47.784989,食品,零食,华北,拼多多,167.81,paid,2026-06-22 11:54:48.598663
4331,2026-05-15 12:59:47.784989,电子产品,配件,华中,线上官网,1753.31,paid,2026-06-22 11:54:48.598839
4332,2026-05-15 20:52:47.784989,电子产品,电脑,西北,拼多多,2195.17,paid,2026-06-22 11:54:48.599014
4333,2026-05-15 10:52:47.784989,服装,童装,西北,拼多多,144.34,cancelled,2026-06-22 11:54:48.599192
4334,2026-05-15 12:14:47.784989,电子产品,配件,西北,抖音,2065.29,paid,2026-06-22 11:54:48.599366
4335,2026-05-15 21:17:47.784989,家居,厨具,华北,抖音,2420.36,paid,2026-06-22 11:54:48.599538
4336,2026-05-15 14:51:47.784989,食品,零食,华中,天猫,94.16,paid,2026-06-22 11:54:48.599711
4337,2026-05-15 17:57:47.784989,电子产品,电脑,东北,拼多多,4467.04,paid,2026-06-22 11:54:48.599887
4338,2026-05-15 21:45:47.784989,美妆,彩妆,西北,线上官网,51.96,paid,2026-06-22 11:54:48.600066
4339,2026-05-15 22:52:47.784989,家居,家具,华南,拼多多,370.84,paid,2026-06-22 11:54:48.600240
4340,2026-05-15 11:21:47.784989,家居,厨具,华北,拼多多,1128.92,paid,2026-06-22 11:54:48.600419
4341,2026-05-15 15:07:47.784989,家居,家具,西南,天猫,2485.65,paid,2026-06-22 11:54:48.600593
4342,2026-05-15 22:42:47.784989,电子产品,手机,东北,京东,2113.88,cancelled,2026-06-22 11:54:48.600774
4343,2026-05-15 13:36:47.784989,美妆,护肤,华南,京东,699.76,paid,2026-06-22 11:54:48.601165
4344,2026-05-15 14:42:47.784989,家居,床品,东北,抖音,206.88,paid,2026-06-22 11:54:48.601361
4345,2026-05-15 13:10:47.784989,家居,厨具,东北,拼多多,88.57,paid,2026-06-22 11:54:48.601473
4346,2026-05-15 14:14:47.784989,食品,零食,东北,拼多多,171.58,paid,2026-06-22 11:54:48.601585
4347,2026-05-15 11:15:47.784989,食品,生鲜,东北,拼多多,235.76,paid,2026-06-22 11:54:48.601687
4348,2026-05-15 15:07:47.784989,家居,厨具,东北,抖音,157.71,paid,2026-06-22 11:54:48.601787
4349,2026-05-15 12:05:47.784989,食品,饮料,东北,拼多多,282.63,paid,2026-06-22 11:54:48.601889
4350,2026-05-15 19:42:47.784989,食品,生鲜,东北,拼多多,92.62,paid,2026-06-22 11:54:48.601990
4351,2026-05-15 15:18:47.784989,食品,零食,东北,抖音,105.14,paid,2026-06-22 11:54:48.602088
4352,2026-05-15 18:50:47.784989,食品,饮料,东北,拼多多,297.17,paid,2026-06-22 11:54:48.602185
4353,2026-05-15 10:41:47.784989,家居,床品,东北,抖音,211.03,paid,2026-06-22 11:54:48.602282
4354,2026-05-15 21:28:47.784989,家居,床品,东北,抖音,296.04,paid,2026-06-22 11:54:48.602378
4355,2026-05-15 19:20:47.784989,家居,厨具,西北,拼多多,91.67,paid,2026-06-22 11:54:48.602483
